Date,quater,season,place,trend,trend_rate,subway,subway_rate,land,land_rate
2016-12,16-4,겨울,성수,2612.6009519952363,0.02344542206484566,68827.35483870968,0.036454931315540645,73594,0.06273709479699997
2016-12,16-4,겨울,신사,8515.595760827364,0.07641876444764156,177674.35483870967,0.09410657168732746,120328,0.10257669297406599
2016-12,16-4,겨울,신촌,7592.861670785755,0.0681381695186207,150804.12903225806,0.07987455247777411,26824,0.022866807495648112
2016-12,16-4,겨울,연남,5966.568344381824,0.05354384985810659,8574.290322580646,0.004541438001237622,52519,0.044771169954665346
2016-12,16-4,겨울,을지로,2160.192716514825,0.019385520755252298,280967.5483870968,0.14881659628428454,21140,0.018021335761184056
2016-12,16-4,겨울,이태원,12670.97932077995,0.11370908286768434,55574.645161290326,0.029435532964880728,85153,0.07259086111977794
2016-12,16-4,겨울,익선,7626.11170116522,0.06843655454191336,182010.5806451613,0.09640328662448155,25014,0.02132382652461012
2016-12,16-4,겨울,장충,1193.352360251517,0.010709117187149972,102974.41935483871,0.05454118342387688,58808,0.050132389472266406
2016-12,16-4,겨울,청담,2714.945982420483,0.024363864061403485,89607.3870967742,0.04746123324996295,126068,0.10746990334630802
2016-12,16-4,겨울,한남,2842.652799770077,0.025509902162259557,29503.451612903227,0.015626727260406908,74860,0.06381632900105196
2016-12,16-4,겨울,혜화,9932.44475723186,0.08913353541084106,99150.29032258065,0.05251570443315549,56190,0.04790060815614627
2016-12,16-4,겨울,홍대,20499.27678781621,0.18396004791600526,196355.06451612903,0.10400095147007149,92410,0.07877727709039822
2017-01,17-1,겨울,강남,17628.238878003456,0.16215633449386158,202233.83870967742,0.12184614869125447,93552,0.0794925501225714
2017-01,17-1,겨울,반포,3639.336892330456,0.033477055452485825,107390.74193548386,0.06470306054329446,99735,0.08474633878992067
2017-01,17-1,겨울,삼청,3623.7455286754875,0.03333363565896321,47157.77419354839,0.02841261978211532,92852,0.07889774952947025
2017-01,17-1,겨울,서촌,2446.0459094687967,0.02250036668030942,43115.48387096774,0.025977134648465374,74917,0.06365810861908545
2017-01,17-1,겨울,성수,2838.25066968493,0.02610812844981042,62545.6129032258,0.0376838124540204,73635,0.06256877381857733
2017-01,17-1,겨울,신사,8226.170333478265,0.0756698180363018,157836.16129032258,0.09509649077593847,120328,0.10224452252382389
2017-01,17-1,겨울,신촌,8114.931507228586,0.07464656889366876,129996.41935483871,0.07832301034832893,26824,0.02279275872763656
2017-01,17-1,겨울,연남,5883.310275706331,0.05411862385124764,7734.967741935484,0.004660328042128134,52519,0.044626189070114244
2017-01,17-1,겨울,을지로,1972.7453317870668,0.018146631328647963,241416.48387096773,0.14545374294402963,21140,0.017962977911655117
2017-01,17-1,겨울,이태원,11710.790054897978,0.10772368144494417,46473.93548387097,0.028000606077426625,85207,0.07240167733767254
2017-01,17-1,겨울,익선,7282.107418854665,0.06698569576938748,158809.48387096773,0.09568291888630084,25665,0.021807938888487633
2017-01,17-1,겨울,장충,1137.730193554026,0.010465603461949885,90381.03225806452,0.05445468852121539,59248,0.05034392220008242
2017-01,17-1,겨울,청담,2370.8749569554093,0.02180889396971477,79970.83870967742,0.04818253347983055,126336,0.10734961104289786
2017-01,17-1,겨울,한남,2257.581945934463,0.020766749061305746,26465.548387096773,0.01594552704208483,74878,0.06362496972889839
2017-01,17-1,겨울,혜화,8147.217118511479,0.07494355354532674,79451.25806451614,0.04786948547089519,56190,0.04774549332336334
2017-01,17-1,겨울,홍대,21432.302858101368,0.19714865990207453,178767.90322580645,0.10770789229267135,93839,0.07973641836574288
2017-02,17-1,겨울,강남,20360.38033617509,0.16518239369074797,224396.0,0.1202416948609366,93854,0.0796227138608032
2017-02,17-1,겨울,반포,4356.085737923744,0.035340630058561424,118741.71428571429,0.06362727043444345,100176,0.08498609525134594
2017-02,17-1,겨울,삼청,4228.388644879948,0.034304632147518124,54515.75,0.02921204556505064,92852,0.07877264930001171
2017-02,17-1,겨울,서촌,3508.236493633619,0.028462086271640964,50436.46428571428,0.027026176707728226,74917,0.06355717235610409
2017-02,17-1,겨울,성수,3123.54407231707,0.025341102579855238,70130.14285714286,0.03757895523085288,73800,0.06260954549542136
2017-02,17-1,겨울,신사,9758.041465176402,0.07916633286498889,176851.0,0.09476489767131097,120749,0.10243956651797606
2017-02,17-1,겨울,신촌,8721.652363968276,0.07075817792358069,147453.9642857143,0.0790126142162886,26824,0.02275661854158784
2017-02,17-1,겨울,연남,6816.773050292836,0.05530402041131443,8622.75,0.004620465936835509,52519,0.04455542980859125
2017-02,17-1,겨울,을지로,2287.588841028171,0.018559054118940092,270876.5,0.1451480840032732,21140,0.0179344958234852
2017-02,17-1,겨울,이태원,12949.896570361152,0.10506163825138612,51875.07142857143,0.027797048564161462,85207,0.07228687727680715
2017-02,17-1,겨울,익선,8517.755138701521,0.06910397347453003,180306.2857142857,0.09661639863618778,25665,0.021773360232249177
2017-02,17-1,겨울,장충,1144.8540581007135,0.009288123827807077,100661.35714285714,0.05393898371565976,59200,0.05022337524835968
2017-02,17-1,겨울,청담,2778.3632509899803,0.022540673836309554,90452.64285714286,0.04846868518954815,126435,0.10726338597172899
2017-02,17-1,겨울,한남,2811.8046837634533,0.022811981926962255,29553.428571428572,0.015836085939055063,75013,0.06363861566731764
2017-02,17-1,겨울,혜화,8906.652303378864,0.07225906996586681,87858.0,0.04707835624116369,56358,0.04781231388930836
2017-02,17-1,겨울,홍대,22989.97384701215,0.18651610864999035,203476.82142857142,0.10903223708750409,94025,0.07976778475890235
2017-03,17-1,봄,강남,15993.93481641623,0.14844445079857108,206987.7741935484,0.11053656761153077,94345,0.07974321914276779
2017-03,17-1,봄,반포,3787.825810924875,0.03515593433870115,121963.19354838709,0.06513134817891919,101035,0.08539780747352317
2017-03,17-1,봄,삼청,3985.6741190545613,0.03699222314310423,58066.54838709677,0.03100896648010143,92852,0.0784812908351717
2017-03,17-1,봄,서촌,3102.5946466754367,0.02879610075086704,55710.22580645161,0.02975063220763125,74917,0.06332209177506741
2017-03,17-1,봄,성수,3465.5037036457134,0.032164367301290006,71445.0,0.038153389028770794,74025,0.06256814666430002
2017-03,17-1,봄,신사,8555.106725307807,0.07940248187444092,172808.38709677418,0.09228393338004956,121769,0.10292280514914082
2017-03,17-1,봄,신촌,7695.296177932376,0.07142232527376749,159517.64516129033,0.0851863499585993,26801,0.022653007750758593
2017-03,17-1,봄,연남,7332.595854729323,0.06805599604332202,9716.129032258064,0.005188652121512719,54674,0.046212102002349736
2017-03,17-1,봄,을지로,2218.311255066484,0.020588804427328453,276471.03225806454,0.14764233814721503,21140,0.017868161033209085
2017-03,17-1,봄,이태원,11832.688977771606,0.10982269447370367,53105.67741935484,0.028359739243012865,85207,0.07201950790712613
2017-03,17-1,봄,익선,7910.836600738325,0.07342281983971259,180695.12903225806,0.09649564775102076,25665,0.02169282653345843
2017-03,17-1,봄,장충,1230.5202045777075,0.011420822834515761,105273.29032258065,0.05621852893857025,59225,0.05005874348116405
2017-03,17-1,봄,청담,2703.919048211926,0.025095874325036936,89961.6129032258,0.04804171621180574,126920,0.10727658459483902
2017-03,17-1,봄,한남,2928.207348148155,0.027177560532136217,31163.1935483871,0.01664191261572529,71903,0.06077456872142066
2017-03,17-1,봄,혜화,7879.301213214424,0.0731301305587171,91325.32258064517,0.048769970755089105,57239,0.04838011681077837
2017-03,17-1,봄,홍대,17121.251750728457,0.1589074134847854,188362.67741935485,0.10059030737044589,95393,0.08062902012492498
2017-04,17-2,봄,강남,15512.371295242,0.14807586984452054,199490.4,0.11035554136036153,94847,0.07978891651888916
2017-04,17-2,봄,반포,3752.228446290997,0.035817508520461526,119376.4,0.06603749978771441,102085,0.0858777983787658
2017-04,17-2,봄,삼청,4811.275309144572,0.045926813051565284,57794.7,0.03197128987790734,92852,0.07811064637375875
2017-04,17-2,봄,서촌,3005.788174729175,0.028692241184164663,54254.666666666664,0.030012988651714374,74917,0.06302303983094477
2017-04,17-2,봄,성수,4153.905468756112,0.03965178204099816,71936.76666666666,0.03979450053342923,74789,0.06291536134544268
2017-04,17-2,봄,신사,7451.743939432187,0.07113183695058282,166267.4,0.09197700208922222,122069,0.10268910192778138
2017-04,17-2,봄,신촌,7532.086521923207,0.07189876017344057,149821.23333333334,0.0828791927419918,26801,0.022546024140170467
2017-04,17-2,봄,연남,7734.609949142969,0.0738319805740287,9823.0,0.005433958139252973,56003,0.04711186112167332
2017-04,17-2,봄,을지로,2031.554803075353,0.019392537664081454,264009.06666666665,0.14604644371881442,21140,0.017783774871206436
2017-04,17-2,봄,이태원,10925.386729472475,0.10429006065956081,53292.76666666667,0.02948087785723739,85672,0.07207055632762525
2017-04,17-2,봄,익선,7682.334727674957,0.07333297892283917,170911.7,0.09454616953156494,25665,0.021590377581339318
2017-04,17-2,봄,장충,1163.1421786643164,0.011102963343289576,102803.7,0.05686969381658565,59277,0.04986607488365676
2017-04,17-2,봄,청담,2620.117075174279,0.025010754810898157,86899.33333333333,0.04807160130940892,127872,0.10757080701659931
2017-04,17-2,봄,한남,2695.237003371441,0.025727824335521034,30952.133333333335,0.017122324834969962,71903,0.06048754799263748
2017-04,17-2,봄,혜화,7141.483221994742,0.06817019267720044,87691.3,0.04850970715429851,57253,0.048163408831654785
2017-04,17-2,봄,홍대,16546.351368397212,0.15794589524684705,182381.66666666666,0.10089120859552642,95579,0.08040470285785431
2017-05,17-2,봄,강남,16667.911223451065,0.14112432813090156,191482.16129032258,0.10932879074536787,97159,0.08035314063598395
2017-05,17-2,봄,반포,3769.029246046065,0.031911720246362095,115086.32258064517,0.06570976844154287,102962,0.08515237977091346
2017-05,17-2,봄,삼청,5153.910571728923,0.04363727145718502,54431.3870967742,0.031078183418144337,92852,0.07679113426787412
2017-05,17-2,봄,서촌,3511.0310961386626,0.029727294430998343,52899.3870967742,0.030203471610562665,74917,0.06195840052929744
2017-05,17-2,봄,성수,3949.7399192726675,0.03344176633331905,67902.90322580645,0.03876988983073668,82266,0.068036223793574
2017-05,17-2,봄,신사,9674.788721965673,0.08191476663703613,158029.1935483871,0.0902284605348458,122576,0.10137369226316006
2017-05,17-2,봄,신촌,8067.99983596657,0.0683103624051618,148644.09677419355,0.08486993901808094,26939,0.022279287102510027
2017-05,17-2,봄,연남,8269.03887799195,0.07001252528289506,9587.41935483871,0.0054740397610407885,56003,0.04631600711243435
2017-05,17-2,봄,을지로,1996.2982064195778,0.016902312434536458,245559.03225806452,0.14020455938280552,22099,0.018276475209858166
2017-05,17-2,봄,이태원,13619.770310282564,0.11531624500324544,53474.967741935485,0.03053210554433424,86179,0.07127238142496796
2017-05,17-2,봄,익선,8798.082251427837,0.07449184423458233,166114.09677419355,0.09484462262020356,25821,0.02135467063639747
2017-05,17-2,봄,장충,1245.4456106159714,0.010544973072238863,98613.2258064516,0.05630427741293799,60093,0.04969854856717529
2017-05,17-2,봄,청담,2649.2711659487513,0.02243092180651039,80641.12903225806,0.04604291628017846,133385,0.11031302981433239
2017-05,17-2,봄,한남,2938.0952221951466,0.024876345251558886,30176.870967741936,0.017229807670595607,72632,0.06006864326179548
2017-05,17-2,봄,혜화,9844.92718606901,0.0833552996536762,89985.25806451614,0.05137804682592445,57253,0.04734979117561924
2017-05,17-2,봄,홍대,17952.65401107581,0.15200202361979223,188806.5483870968,0.1078011209026985,96014,0.0794061944341066
2017-06,17-2,여름,강남,17930.842228898502,0.15036823131420413,200418.96666666667,0.11300004082050263,98735,0.08056619508222672
2017-06,17-2,여름,반포,3764.8412693503033,0.03157199843845287,118426.23333333334,0.0667709719466922,103947,0.0848191044737147
2017-06,17-2,여름,삼청,4324.429990228628,0.03626471533081608,53430.53333333333,0.03012515505964868,92852,0.07576576032587143
2017-06,17-2,여름,서촌,3242.7322730644196,0.02719358691028644,51042.333333333336,0.028778642292040402,74917,0.06113108458981293
2017-06,17-2,여름,성수,3883.5295519508086,0.03256731962328797,70643.6,0.03983021076535135,87464,0.07136923772392645
2017-06,17-2,여름,신사,10218.452336974797,0.08569204865363346,167495.36666666667,0.09443708639640588,122727,0.10014328681679686
2017-06,17-2,여름,신촌,7716.144226388238,0.06470766654883353,141397.26666666666,0.07972247921931955,26939,0.021981797025574575
2017-06,17-2,여름,연남,8065.407108879662,0.06763658875078647,9714.366666666667,0.005477145442548751,56154,0.04582077397728627
2017-06,17-2,여름,을지로,2280.3379523465132,0.01912293802576517,256825.9,0.14480334704065265,22939,0.018717860424279118
2017-06,17-2,여름,이태원,14048.729206694788,0.11781279072425746,53589.8,0.030214952647841076,88803,0.0724618405012101
2017-06,17-2,여름,익선,8599.524315655255,0.0721157012582787,167938.76666666666,0.09468708378404406,25821,0.021069526745512494
2017-06,17-2,여름,장충,1300.6771678660155,0.01090749239472816,101096.16666666667,0.05699994940663303,61299,0.050019012430702545
2017-06,17-2,여름,청담,3322.3496200456752,0.027861258818536568,85952.96666666666,0.04846192405597325,134464,0.10972049278914807
2017-06,17-2,여름,한남,2849.8055957410397,0.023898499666137885,30475.633333333335,0.017182744068453954,73496,0.059971571112202714
2017-06,17-2,여름,혜화,9677.259791765946,0.08115360228370595,85271.86666666667,0.04807790686896296,58943,0.048096553772539526
2017-06,17-2,여름,홍대,18021.150957171245,0.15112556125828905,179898.76666666666,0.10143036018492967,96014,0.07834590220919549
2017-07,17-3,여름,강남,21209.550093665,0.16443985655026935,213043.32258064515,0.12400605036982827,101469,0.08112872946376315
2017-07,17-3,여름,반포,3955.760135673376,0.030669421387287933,111769.67741935483,0.06505773605102023,105276,0.08417258594277198
2017-07,17-3,여름,삼청,4432.2508497793215,0.03436370364830205,49878.06451612903,0.029032507124907937,92852,0.07423907585734892
2017-07,17-3,여름,서촌,3199.919233355293,0.024809307947675857,45372.12903225807,0.026409738873795136,74917,0.05989928968686736
2017-07,17-3,여름,성수,3569.2548600763275,0.027672805627197643,66057.32258064517,0.03844996206408054,89686,0.07170772581465337
2017-07,17-3,여름,신사,10230.704583066523,0.07931972090959784,162467.1935483871,0.09456722108236713,126093,0.10081665222160746
2017-07,17-3,여름,신촌,9547.978956982193,0.07402647784122965,138552.90322580645,0.08064743869079244,26939,0.021538862539537355
2017-07,17-3,여름,연남,7764.800622754406,0.06020131001876141,8960.064516129032,0.0052153815395148675,57223,0.04575219314376725
2017-07,17-3,여름,을지로,2470.6018475076125,0.019154834100810474,242048.0,0.14088879255323383,23055,0.01843344132480915
2017-07,17-3,여름,이태원,13112.929908399274,0.10166591481518351,49415.032258064515,0.028762990104515673,90782,0.07258402387112661
2017-07,17-3,여름,익선,9823.527198614127,0.07616283213099688,164064.51612903227,0.09549697406402827,25821,0.02064497455857285
2017-07,17-3,여름,장충,1356.9814303878425,0.01052081872406174,95193.67741935483,0.0554093496757459,62077,0.049633170120155175
2017-07,17-3,여름,청담,3678.9543933629107,0.028523317563453433,81752.12903225806,0.04758543242667161,139475,0.1115161235644223
2017-07,17-3,여름,한남,3230.971053174725,0.025050055949127212,29107.225806451614,0.01694243248630559,75220,0.06014155091963323
2017-07,17-3,여름,혜화,10617.150946252312,0.08231587991561207,81568.19354838709,0.04747836916554045,59032,0.04719856466216151
2017-07,17-3,여름,홍대,20779.256175298426,0.16110374287043291,178758.03225806452,0.10404962372765209,100799,0.08059303630880232
2017-08,17-3,여름,강남,21791.654805478167,0.15881794551895562,205247.0,0.12085008438784026,102105,0.08117583924631805
2017-08,17-3,여름,반포,4490.27416246661,0.03272519336716558,110167.67741935483,0.06486707777917043,106414,0.08460159402142588
2017-08,17-3,여름,삼청,5240.595083843227,0.038193544819895446,50677.77419354839,0.02983923413193974,92852,0.07381948999264604
2017-08,17-3,여름,서촌,3762.7685490417625,0.027423120261244497,46172.54838709677,0.027186542892136217,74917,0.05956074970683521
2017-08,17-3,여름,성수,4652.780022145939,0.03390953879661754,66085.06451612903,0.0389110955266097,90496,0.07194641543934967
2017-08,17-3,여름,신사,11116.076475554963,0.0810141516942267,159938.32258064515,0.0941721914606332,126725,0.10074930932363405
2017-08,17-3,여름,신촌,8343.217759467334,0.06080551088955224,130390.19354838709,0.0767741593965778,26939,0.02141712877387554
2017-08,17-3,여름,연남,9037.44558305062,0.06586505490526766,9018.0,0.005309826993863702,57717,0.04588635143998569
2017-08,17-3,여름,을지로,2531.1243281403645,0.018446876533086624,243858.35483870967,0.14358457254399798,23055,0.018329258839663704
2017-08,17-3,여름,이태원,14357.549009502336,0.10463805785890351,49702.54838709677,0.029265018084899456,90782,0.0721737920616938
2017-08,17-3,여름,익선,10869.360760198515,0.07921608342497803,161801.0,0.09526894183124207,25821,0.02052829288653032
2017-08,17-3,여름,장충,1482.3095164863792,0.01080309660431947,93496.19354838709,0.05505085521476282,62645,0.04980422554806909
2017-08,17-3,여름,청담,3841.925083802032,0.028000014413489673,80537.51612903226,0.0474207448614625,140034,0.1113302724941864
2017-08,17-3,여름,한남,3053.54031706066,0.022254253017671786,28280.290322580644,0.016651524611792097,76180,0.06056486395166259
2017-08,17-3,여름,혜화,10634.374611071666,0.07750350043103507,81747.09677419355,0.04813294978061669,59038,0.04693657702780594
2017-08,17-3,여름,홍대,22006.543436436747,0.16038405746359066,181240.83870967742,0.10671518050245539,102105,0.08117583924631805
2017-09,17-3,가을,강남,18759.063600670397,0.15455220600891828,202520.03333333333,0.1113100386574959,104181,0.0820123938446424
2017-09,17-3,가을,반포,3905.9348581281633,0.03218022294189916,120506.1,0.06623314458667086,107523,0.08464325187277416
2017-09,17-3,가을,삼청,5589.954112662969,0.04605452372205894,55412.666666666664,0.03045617743223231,92852,0.07309408426932681
2017-09,17-3,가을,서촌,3579.0297223639345,0.02948691633750122,53991.23333333333,0.029674922379691562,79167,0.062321106377351006
2017-09,17-3,가을,성수,5209.282503167947,0.04291824579983266,73749.46666666666,0.04053453799370485,91497,0.07202741382404897
2017-09,17-3,가을,신사,9286.774577055858,0.0765118946310427,170269.73333333334,0.09358447303995862,126725,0.09975927097995133
2017-09,17-3,가을,신촌,8057.253805715907,0.06638211674929463,148608.76666666666,0.08167906794328392,26988,0.02124524131155594
2017-09,17-3,가을,연남,8559.112784780918,0.07051683338393035,10154.933333333332,0.0055814034952145165,58809,0.04629507174637962
2017-09,17-3,가을,을지로,2422.8736872033633,0.01996157597252666,264872.1666666667,0.1455803192686355,23055,0.01814914178293768
2017-09,17-3,가을,이태원,12987.086102538535,0.10699802770024001,53518.36666666667,0.029415023118960777,91181,0.07177865525526093
2017-09,17-3,가을,익선,9348.706565324075,0.07702214000432611,173486.53333333333,0.095352506189371,25821,0.02032656647049377
2017-09,17-3,가을,장충,1359.1905539391796,0.011198101513461295,103380.9,0.05682070946782081,63611,0.05007525733916499
2017-09,17-3,가을,청담,3307.7713179052344,0.027252072120327542,86760.66666666667,0.04768581656670731,141401,0.11131237463670228
2017-09,17-3,가을,한남,2728.0333802023642,0.02247572618503057,30816.033333333333,0.01693725704635977,76354,0.060106682788741
2017-09,17-3,가을,혜화,8418.959186389926,0.06936213567233232,88441.16666666667,0.04860946109157286,59038,0.046475342987684874
2017-09,17-3,가을,홍대,17857.847018750796,0.1471272612572776,182934.13333333333,0.10054514172231938,102105,0.08037814451298425
2017-10,17-4,가을,강남,17370.09367328476,0.14189807596955079,169449.83870967742,0.10543527864027893,106335,0.08297464917099481
2017-10,17-4,가을,반포,3532.336904043593,0.02885602229830926,103054.64516129032,0.06412278294564805,109052,0.08509476128645625
2017-10,17-4,가을,삼청,7235.048735254527,0.05910385484319656,53180.096774193546,0.03308978258227089,92852,0.07245368058330004
2017-10,17-4,가을,서촌,3788.7326343779214,0.030950545304664987,53565.93548387097,0.033329859599604286,79167,0.06177508864362765
2017-10,17-4,가을,성수,4778.908861723668,0.03903939641703669,62124.74193548387,0.038655330251719376,92902,0.07249269626448263
2017-10,17-4,가을,신사,9672.096154597313,0.0790123450537681,144520.25806451612,0.0899235655473483,127218,0.09926993857371155
2017-10,17-4,가을,신촌,7314.474200123644,0.059752689608276066,127286.93548387097,0.07920062723106437,27313,0.021312706002796646
2017-10,17-4,가을,연남,8703.249184810034,0.07109773483303078,9012.774193548386,0.005607938996311472,59522,0.04644582750699161
2017-10,17-4,가을,을지로,2148.594987460995,0.017552092722876025,225941.2258064516,0.1405854161953174,23055,0.017990130593288054
2017-10,17-4,가을,이태원,14686.874699534392,0.11997858509393426,58732.51612903226,0.03654461550665102,92091,0.07185986191570116
2017-10,17-4,가을,익선,9959.938773319042,0.08136376091524206,156876.32258064515,0.09761177059419633,25821,0.02014847807630843
2017-10,17-4,가을,장충,1025.7734264165088,0.008379648280945111,90355.80645161291,0.056221296535520646,64856,0.05060802037554934
2017-10,17-4,가을,청담,2825.8959304339983,0.023085033561764272,71106.96774193548,0.04424426139455583,142448,0.11115411506192568
2017-10,17-4,가을,한남,2558.5302211051903,0.020900895672379037,26940.74193548387,0.016763100244729625,77761,0.060677967688773475
2017-10,17-4,가을,혜화,9127.72258336375,0.07456530154210761,80048.25806451614,0.04980772161230274,59038,0.046068155713144224
2017-10,17-4,가을,홍대,17684.19695545306,0.14446401788291838,174948.48387096773,0.10885665212248075,102105,0.07967392254294846
2017-11,17-4,가을,강남,18573.867417741112,0.15401071475059977,201677.56666666668,0.1094170450136745,108100,0.08343688975679034
2017-11,17-4,가을,반포,3827.10237732121,0.03173355119311182,120778.2,0.0655263446722991,111989,0.08643861098032557
2017-11,17-4,가을,삼청,5395.609864364788,0.044739294894098516,57816.63333333333,0.03136752032727708,92852,0.0716677343912812
2017-11,17-4,가을,서촌,2976.0562799305653,0.02467685078726914,54359.76666666667,0.029492050774939153,79333,0.061233106152409324
2017-11,17-4,가을,성수,4102.1857988245465,0.03401448673598659,73861.1,0.04007219760250734,94120,0.0726464390740898
2017-11,17-4,가을,신사,9242.25918777827,0.07663492537157018,169986.53333333333,0.09222356495501059,128001,0.09879745907270047
2017-11,17-4,가을,신촌,8129.6806093207715,0.06740965105305216,152016.13333333333,0.08247400233279,27337,0.021100039364305066
2017-11,17-4,가을,연남,8016.3405638084805,0.06646985854637472,10236.8,0.00555381753612317,60013,0.04632098117459999
2017-11,17-4,가을,을지로,2619.691365369511,0.021721945706426306,275529.76666666666,0.14948441405881316,23055,0.01779498143702869
2017-11,17-4,가을,이태원,12979.831721042841,0.1076261133850298,50233.166666666664,0.027253227759488435,93207,0.07194174082850284
2017-11,17-4,가을,익선,10044.695973853952,0.08328856729687255,176319.46666666667,0.09565940000129124,25821,0.01992991610000077
2017-11,17-4,가을,장충,1084.2209888710897,0.00899013897795693,104049.3,0.05645033867627976,65597,0.05063098665472873
2017-11,17-4,가을,청담,3034.4388925165636,0.025160947485665323,89155.96666666666,0.04837019098969855,143992,0.11114009833357776
2017-11,17-4,가을,한남,2707.732397675242,0.022451963963142994,30579.666666666668,0.01659052526005534,78482,0.060576262552196294
2017-11,17-4,가을,혜화,10648.37115021444,0.08829411855323982,93957.63333333333,0.050975260985786336,59038,0.04556842828363911
2017-11,17-4,가을,홍대,17219.05311674681,0.14277687129960337,182642.93333333332,0.09909009905396625,104653,0.08077632584382405
2017-12,17-4,겨울,강남,24627.48392075101,0.16821594562286493,206626.61290322582,0.11261622590346287,111360,0.08438697063960868
2017-12,17-4,겨울,반포,4223.487810407216,0.02884817621404127,117149.80645161291,0.06384932164609773,112995,0.08562594959969992
